text,text_clean,rating,sentiment
alhamdulillah barang nya sdh kami terima dgn baik.  pesanan cepat sesuai dengan harapan.. 1 hari proses pengiriman..  mantap,alhamdulillah barang nya sdh kami terima dgn baik pesanan cepat sesuai dengan harapan hari proses pengiriman mantap,4,Positive
"paket sudah saya terima dengan baik, terima kasih banyak atas pelayanannya!",paket sudah saya terima dengan baik terima kasih banyak atas pelayanannya,5,Positive
barang udh nyampe gan. tks. Sukses terus HOUSE SPAREPART....,barang udh nyampe gan tks sukses terus house sparepart,5,Positive
barang sudah sampai.. tetapi bingung cara penggunaannya krn tdk ada petunjuk pemakaian.. tulisannya bahasa China semuanya..,barang sudah sampai tetapi bingung cara penggunaannya krn tdk ada petunjuk pemakaian tulisannya bahasa china semuanya,4,Positive
"Sebaiknya kalau mau ngirim barang...diperiksa dulu gan, kondisi  barangnya layak apa gak gitu loh.
(Isinya karatan semua)",sebaiknya kalau mau ngirim barang diperiksa dulu gan kondisi barangnya layak apa gak gitu loh isinya karatan semua,1,Negative
Item is ok! Packing and delivery speed are also prima.Thanks,item is ok packing and delivery speed are also prima thanks,5,Positive
"Trima Kasih, sdh sy dtrima dgn baik..",trima kasih sdh sy dtrima dgn baik,5,Positive
"Pengiriman Cepat, packing aman tp Isi staplesnya pada karatan semua, beli 2 box",pengiriman cepat packing aman tp isi staplesnya pada karatan semua beli box,3,Neutral
Makasih juragannnnnnnnnnnnn,makasih juragannnnnnnnnnnnn,5,Positive
"Sangat Puaasss, Barang sudah di terima dengan baik",sangat puaasss barang sudah di terima dengan baik,5,Positive
"Terima kasih, barang sudah diterima dengan baik",terima kasih barang sudah diterima dengan baik,5,Positive
paket sampai dengan cepat barang sesuai dengan gambar,paket sampai dengan cepat barang sesuai dengan gambar,4,Positive
"Makasih Agan Barang cepet sampai,isi mulus . recommended seller deh....next order lagi",makasih agan barang cepet sampai isi mulus recommended seller deh next order lagi,5,Positive
Barang ssesuai gambar dan pengirimannya cepat..,barang ssesuai gambar dan pengirimannya cepat,5,Positive
ini jugaaa okeeeh...,ini jugaaa okeeeh,4,Positive
"barang cepet sampai, terima kasih.",barang cepet sampai terima kasih,4,Positive
isinya ada yg karat. produk sesuai gambar,isinya ada yg karat produk sesuai gambar,3,Neutral
refillnya ada yang karatan tapi lumayan dah,refillnya ada yang karatan tapi lumayan dah,4,Positive
isi steplessnya....sdh lama ya gan ada yg sdh agak berkarat...,isi steplessnya sdh lama ya gan ada yg sdh agak berkarat,4,Positive
terima kasih...  barang sudah diterima.  recommended seller...,terima kasih barang sudah diterima recommended seller,5,Positive
barang dah sampe.  pengiriman cepat.,barang dah sampe pengiriman cepat,5,Positive
"barang dah sampai.. tapi sy salah tafsir, tak pikir 10mm utk lebarnya, ternyata kecil. ya sudahlah bisa buat yg lain. thx",barang dah sampai tapi sy salah tafsir tak pikir mm utk lebarnya ternyata kecil ya sudahlah bisa buat yg lain thx,3,Neutral
siiip.......................... ;),siiip,4,Positive
"respon cepat, barang sesuai. thx gan",respon cepat barang sesuai thx gan,4,Positive
terima kasih barang sudah diterima dengan baik,terima kasih barang sudah diterima dengan baik,4,Positive
terima kasih barang sudah sampai dengan baik..  pengirimannya agak lambat. sy pesan dan bayar tgl 13/04 sampai tgl 17/04.. jakarta to jakarta..  mungkin ini efek dari hari libur nasional jumat s/d minggu atau ada hal yang lain yah?,terima kasih barang sudah sampai dengan baik pengirimannya agak lambat sy pesan dan bayar tgl sampai tgl jakarta to jakarta mungkin ini efek dari hari libur nasional jumat s d minggu atau ada hal yang lain yah,4,Positive
Maaf baru sempet ksh ulasan.. Brg udh diterima 2 hari yg lalu.. Mksh yaa.. :),maaf baru sempet ksh ulasan brg udh diterima hari yg lalu mksh yaa,5,Positive
Barang sesuai gambar... walau sedikit slow respon tp masih OK.. thx Gan,barang sesuai gambar walau sedikit slow respon tp masih ok thx gan,4,Positive
Sip gan mantap makasih ya,sip gan mantap makasih ya,5,Positive
"Produk tidak sesuai, order prohex yg dikirim ini",produk tidak sesuai order prohex yg dikirim ini,2,Negative
"Barang oke, packing aman, proses kirim cepat. Trims",barang oke packing aman proses kirim cepat trims,5,Positive
Sdh diterima. Thank you.,sdh diterima thank you,5,Positive
"Barang sdh sampai dengan selamat, packing jg rapih",barang sdh sampai dengan selamat packing jg rapih,4,Positive
"Okeh, sip, terima kasih...",okeh sip terima kasih,4,Positive
"Fast respon, harga murah.. good n recomended seller deh..",fast respon harga murah good n recomended seller deh,5,Positive
barang bagus isi 10 lumayan,barang bagus isi lumayan,4,Positive
"Clear as described, .....Recommended Seller,....AAAA+++",clear as described recommended seller aaaa,5,Positive
Produk bagus dan penjual recommended,produk bagus dan penjual recommended,5,Positive
okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,5,Positive
"Thx gan pesanan udh sampe..
Recommended seller..",thx gan pesanan udh sampe recommended seller,5,Positive
Terimakasih.............,terimakasih,5,Positive
Mantul fast respon kaya VR|46,mantul fast respon kaya vr,5,Positive
"terima kasih ... barang telah diterima, semoga mantap ...akan order lagi",terima kasih barang telah diterima semoga mantap akan order lagi,5,Positive
pas dengan yang saya cari ... barang bagus,pas dengan yang saya cari barang bagus,5,Positive
Barang cocok dengan harapan ...,barang cocok dengan harapan,3,Neutral
terimakasih barangnya sudah sampai...,terimakasih barangnya sudah sampai,4,Positive
"salah beli, kekecilan. kualitas lumayan lah",salah beli kekecilan kualitas lumayan lah,4,Positive
barang sesuai deskripsi..,barang sesuai deskripsi,5,Positive
mantap laah.....harga murmer.........,mantap laah harga murmer,4,Positive
sesuai deskripsi dan pengiriman cepat.,sesuai deskripsi dan pengiriman cepat,4,Positive
trimaksh brang telah sampai dgn utuh.,trimaksh brang telah sampai dgn utuh,5,Positive
Lumayan... Cocok dengan harganya,lumayan cocok dengan harganya,4,Positive
mantab.......................................,mantab,5,Positive
mantap ...................................,mantap,4,Positive
"Barang sudah sampai gan, langsung ane pakai buat mbenerin kursi",barang sudah sampai gan langsung ane pakai buat mbenerin kursi,5,Positive
kiriman lama tapi sesuai pesanan,kiriman lama tapi sesuai pesanan,4,Positive
dah sampe. makasih gan.............................,dah sampe makasih gan,4,Positive
recomended seller....thanks gan,recomended seller thanks gan,5,Positive
pesanan sudah sampai... terima kasih....,pesanan sudah sampai terima kasih,5,Positive
Barang diterima sesuai pesanan...thx,barang diterima sesuai pesanan thx,5,Positive
biar bintang yg bicara.......   ....,biar bintang yg bicara,5,Positive
OK................................................,ok,4,Positive
fast respont...best seller....,fast respont best seller,5,Positive
Barang bagus sesuai pesanan mas thx,barang bagus sesuai pesanan mas thx,5,Positive
sesuai pesanan n proses cepat pertahankan y gan,sesuai pesanan n proses cepat pertahankan y gan,5,Positive
brg sdh diterima.................,brg sdh diterima,2,Negative
"Good seller, sukses selalu",good seller sukses selalu,5,Positive
blom kpake ga ccocok ama pluru nya trnyata,blom kpake ga ccocok ama pluru nya trnyata,3,Neutral
semoga awet...............,semoga awet,4,Positive
terimakasih........................................................................................,terimakasih,3,Neutral
Terima kasih.........,terima kasih,5,Positive
barang sesuai harga n berfungsi dengan baik.,barang sesuai harga n berfungsi dengan baik,4,Positive
pesanan sesuai dengan gambar pengiriman cepat makasih..,pesanan sesuai dengan gambar pengiriman cepat makasih,4,Positive
"thnks gan,barang sesuai foto,,,mudah2han awet nih,,,blm coba karna blm ada isinya,,=)",thnks gan barang sesuai foto mudah han awet nih blm coba karna blm ada isinya,5,Positive
"barang sdh sampai, belum dicoba semoga bisa pakai dan awet. thank u seller",barang sdh sampai belum dicoba semoga bisa pakai dan awet thank u seller,5,Positive
"barang sudah sampai, bagus packing rapi",barang sudah sampai bagus packing rapi,4,Positive
"Barang sesuai gambar, barang bagus, murah tapi tidak murahan",barang sesuai gambar barang bagus murah tapi tidak murahan,4,Positive
barang sdh ditrima dan berfungsi...manteb gan,barang sdh ditrima dan berfungsi manteb gan,5,Positive
thanks...thanks...thanks...thanks,thanks thanks thanks thanks,4,Positive
Sesuau dengan pesanan semoga awet. Thx...,sesuau dengan pesanan semoga awet thx,5,Positive
Barang sesuai pesanan.. mantapp...,barang sesuai pesanan mantapp,5,Positive
bngung ini isi staples tembak nya ukuran nomer berapa ya,bngung ini isi staples tembak nya ukuran nomer berapa ya,4,Positive
barang sudah sampai.. dan barang OK. terima kasih,barang sudah sampai dan barang ok terima kasih,4,Positive
"Sesuai gambar, sesuai kualitas dengan harga",sesuai gambar sesuai kualitas dengan harga,3,Neutral
Alat bagus berjalan normal bahannya bagus pelayanan ok...,alat bagus berjalan normal bahannya bagus pelayanan ok,5,Positive
siiip barang dah nyampai....... tengkyu,siiip barang dah nyampai tengkyu,5,Positive
mantap sampai dengan aman gan.............................,mantap sampai dengan aman gan,5,Positive
"Thanks bgt yaa say
suka bgt sama barang nyaa sesuai dan good QUALITY",thanks bgt yaa say suka bgt sama barang nyaa sesuai dan good quality,5,Positive
Brg sudah sampai... Kualitas brg sesuai harga.. thanks..,brg sudah sampai kualitas brg sesuai harga thanks,5,Positive
Bad response...ga ada jawaban setiap di tanya..sangat sangat silent seller,bad response ga ada jawaban setiap di tanya sangat sangat silent seller,3,Neutral
tks.....................................,tks,4,Positive
respon kurang cepat.lain kali respon agak cepat.thanks,respon kurang cepat lain kali respon agak cepat thanks,3,Neutral
Bagus .... pengiriman ok .... rekomen,bagus pengiriman ok rekomen,5,Positive
barang sesuai pesanan mantafffffffff,barang sesuai pesanan mantafffffffff,4,Positive
"super ..
ga ribet,cepet,ga perlu nanya ada stok atau ga,saya langsung order .proses,sehari sampe ..
mantap..
barang murah tapi ga murahan..
joss
recommended seller",super ga ribet cepet ga perlu nanya ada stok atau ga saya langsung order proses sehari sampe mantap barang murah tapi ga murahan joss recommended seller,5,Positive
"sesuai dengan pesanan, sangat berguna",sesuai dengan pesanan sangat berguna,4,Positive
bagus dan cepat sampai barang nya oke,bagus dan cepat sampai barang nya oke,5,Positive
barang sudah sampai.terimakasih  next time order lagi,barang sudah sampai terimakasih next time order lagi,5,Positive
makasih ya.... kiriman dah sampe,makasih ya kiriman dah sampe,4,Positive
"ya lumayanlah buat dekorasi semoga awet ya,",ya lumayanlah buat dekorasi semoga awet ya,3,Neutral
Harap informasi isi staples yg bagaimanakah yg cocok?,harap informasi isi staples yg bagaimanakah yg cocok,3,Neutral
Okelahh..sesuai dgn deskripsi,okelahh sesuai dgn deskripsi,5,Positive
Puas................. thx,puas thx,5,Positive
"Produk sesuai deskripsi, foto 
Packing,pengiriman,RapiCepat, mantap
Sukses selalu
Terimakasih",produk sesuai deskripsi foto packing pengiriman rapicepat mantap sukses selalu terimakasih,5,Positive
"Cepet bgt nyampe order yg 4hari,,,1hari udah sampe👍👍👍👍👍",cepet bgt nyampe order yg hari hari udah sampe,5,Positive
"Produk sesuai deskripsi, pengiriman cepat",produk sesuai deskripsi pengiriman cepat,5,Positive
"Barang kualitas bagus.
Sudah coba dipakai, bekerja seperti yg diharapkan.",barang kualitas bagus sudah coba dipakai bekerja seperti yg diharapkan,5,Positive
Produk sesuai dengan gambar...mantap,produk sesuai dengan gambar mantap,5,Positive
"Mantap alatny, sekali jepret langsung tancap,pokokny recommended.",mantap alatny sekali jepret langsung tancap pokokny recommended,5,Positive
thanks barang dah sampe....,thanks barang dah sampe,4,Positive
Original sesuai foto bagus mantap,original sesuai foto bagus mantap,5,Positive
Barang bagus sesuai.pesanan.,barang bagus sesuai pesanan,5,Positive
"Babut , maksudnya bagus , belanja disini , barang sesuai gambaran di otak saya",babut maksudnya bagus belanja disini barang sesuai gambaran di otak saya,5,Positive
"asli rapide r-23, respon seller cepat",asli rapide r respon seller cepat,5,Positive
Produk sesuai dengan deskripsi.,produk sesuai dengan deskripsi,5,Positive
Cepet abieasssssss gannnnnn,cepet abieasssssss gannnnnn,5,Positive
"cepet sampainya,recomend",cepet sampainya recomend,5,Positive
"telah diterima dengan baik,, semoga awet barangnya",telah diterima dengan baik semoga awet barangnya,4,Positive
Recomemded seller........,recomemded seller,5,Positive
Terima kasih sudah sampai,terima kasih sudah sampai,5,Positive
Pengiriman cepat packing rapi,pengiriman cepat packing rapi,5,Positive
Sesuai... maaf baru konfirmasi... fast respon...,sesuai maaf baru konfirmasi fast respon,5,Positive
recomsel....................,recomsel,5,Positive
Bagus...berfungsi dg baik,bagus berfungsi dg baik,4,Positive
Barang diterima sesuai order,barang diterima sesuai order,4,Positive
"Respon cepat, packing rapi dan aman, makasih yaaa",respon cepat packing rapi dan aman makasih yaaa,5,Positive
"Produk cepet bgt sampainya,sesuai gambar..penjual ramah..trimakasih dan sukses terus",produk cepet bgt sampainya sesuai gambar penjual ramah trimakasih dan sukses terus,5,Positive
"Pengiriman cepat,  barang sesuai deskripsi,,  terima kasih",pengiriman cepat barang sesuai deskripsi terima kasih,5,Positive
Paket mantab langsung dipakai dan hasilnya memuaskan ...recomended nih ..untuk order berikutnya...,paket mantab langsung dipakai dan hasilnya memuaskan recomended nih untuk order berikutnya,5,Positive
Barangnya sesuai dengan harapan,barangnya sesuai dengan harapan,4,Positive
"Alhamdhulillah pesanan k sudah sampai lebih cepat dari perkiraan, kualitas barang oke banget, sangat memuaskan.",alhamdhulillah pesanan k sudah sampai lebih cepat dari perkiraan kualitas barang oke banget sangat memuaskan,5,Positive
"Barang sampai dengan selamat, packing rapih pake buble, pengiriman cepat.... top lah",barang sampai dengan selamat packing rapih pake buble pengiriman cepat top lah,5,Positive
Barang sesuai deskripsi dan response Seller cepat.,barang sesuai deskripsi dan response seller cepat,5,Positive
"Barang cepat sampai, pesan sabtu, minggu sampai, sesuai harapan, tks.",barang cepat sampai pesan sabtu minggu sampai sesuai harapan tks,4,Positive
👍 barang berkualitas,barang berkualitas,5,Positive
barang baguuuus &amp; pengiriman cepat,barang baguuuus amp pengiriman cepat,5,Positive
Terimakasih.........................,terimakasih,5,Positive
"Lumayan untuk harga segitu,,, bagus juga dan bekerja dengan baik",lumayan untuk harga segitu bagus juga dan bekerja dengan baik,4,Positive
"Pengiriman Cepat, dan barang sesuai pesanan",pengiriman cepat dan barang sesuai pesanan,5,Positive
Good stuff .. Recommended !,good stuff recommended,5,Positive
Barang lom dicoba.. pasti bagus mantap dah..,barang lom dicoba pasti bagus mantap dah,5,Positive
"Barang dtg cepat,  berkualiras,  dan penjual respon. Ok trims..!",barang dtg cepat berkualiras dan penjual respon ok trims,5,Positive
"Barang sudah diterima dgn baik, SGB lah, fungsi jg ok.",barang sudah diterima dgn baik sgb lah fungsi jg ok,4,Positive
Barang bagus sangat kokoh,barang bagus sangat kokoh,5,Positive
"bagus gan, barang nya kokoh",bagus gan barang nya kokoh,5,Positive
Barang sesuai dengan pesanan...mantab gan👍🏻,barang sesuai dengan pesanan mantab gan,5,Positive
Brh sdh sampe. .trims gan..,brh sdh sampe trims gan,5,Positive
Pengiriman sangat cepat dan kenasan baik,pengiriman sangat cepat dan kenasan baik,4,Positive
Good response recomended seller tapi barangnya kurang bagus.,good response recomended seller tapi barangnya kurang bagus,3,Neutral
barang sesuai pesanan dan berfungsing dengan baik... thanks ya...,barang sesuai pesanan dan berfungsing dengan baik thanks ya,4,Positive
"Orang counter, tukang jok, kuli bangunan, tukang cilok, tukang sate, driver grab, supir go car dll wajib beli ini.. pekerjaan jd mudah",orang counter tukang jok kuli bangunan tukang cilok tukang sate driver grab supir go car dll wajib beli ini pekerjaan jd mudah,5,Positive
